timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/12/30 19:44:46.114, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:46.118, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:46.122, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:46.127, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:47.132, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:47.137, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:47.141, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:47.145, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:47.149, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:47.153, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:47.157, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:47.162, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:48.167, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:48.172, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:48.176, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:48.184, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:48.192, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:48.198, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:48.202, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:48.207, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:49.213, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:49.217, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:49.221, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:49.225, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:49.229, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:49.233, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:49.237, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:49.242, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:50.247, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:50.251, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:50.256, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:50.260, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:50.264, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:50.268, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:50.273, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:50.277, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:51.282, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:51.286, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:51.290, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:51.295, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:51.299, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:51.302, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:51.307, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:51.312, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:52.318, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:52.322, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:52.326, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:52.331, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:52.335, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:52.339, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:52.344, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:52.348, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:53.354, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:53.358, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:53.362, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:53.367, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:53.371, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:53.375, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:53.379, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:53.384, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:54.389, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:54.392, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:54.397, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:54.401, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:54.405, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:54.409, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:54.413, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:54.418, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:55.423, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:55.427, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:55.432, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:55.436, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:55.440, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:55.444, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:55.449, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:55.454, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:56.459, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:56.463, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:56.467, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:56.472, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:56.476, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:56.481, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:56.485, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:56.489, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:57.494, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:57.498, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:57.502, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:57.507, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:57.511, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:57.515, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:57.519, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:57.523, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:58.529, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:58.533, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:58.538, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:58.542, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:58.547, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:58.550, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:58.554, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:58.559, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:59.564, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:44:59.569, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:59.574, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:59.579, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:59.584, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:59.589, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:59.593, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:44:59.598, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:00.603, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:00.608, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:00.613, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:00.616, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:00.621, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:00.625, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:00.630, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:00.634, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:01.639, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:01.643, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:01.647, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:01.651, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:01.655, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:01.659, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:01.663, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:01.668, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:02.673, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:02.677, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:02.681, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:02.686, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:02.691, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:02.694, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:02.699, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:02.702, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:03.707, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:03.711, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:03.716, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:03.720, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:03.724, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:03.729, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:03.733, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:03.737, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:04.742, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:04.746, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:04.750, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:04.754, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:04.759, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:04.763, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:04.767, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:04.772, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:05.777, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:05.781, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:05.785, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:05.790, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:05.794, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:05.798, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:05.802, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:05.806, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:06.811, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:06.815, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:06.820, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:06.823, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:06.828, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:06.832, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:06.836, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:06.842, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:07.847, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:07.851, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:07.855, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:07.859, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:07.864, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:07.868, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:07.872, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:07.876, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:08.881, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:08.885, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:08.891, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:08.895, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:08.899, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:08.903, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:08.908, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:08.912, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:09.918, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:09.922, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:09.926, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:09.930, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:09.935, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:09.939, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:09.943, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:09.947, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:10.952, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:10.957, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:10.961, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:10.965, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:10.969, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:10.973, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:10.978, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:10.983, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:11.988, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:11.992, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:11.996, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:12.001, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:12.005, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:12.009, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:12.013, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:12.018, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:13.023, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:13.027, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:13.032, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:13.036, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:13.040, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:13.044, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:13.048, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:13.052, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:14.058, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:14.062, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:14.066, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:14.070, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:14.074, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:14.078, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:14.082, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:14.087, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:15.092, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:15.095, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:15.101, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:15.104, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:15.109, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:15.113, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:15.117, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:15.122, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:16.126, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:16.130, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:16.135, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:16.139, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:16.144, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:16.148, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:16.152, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:16.156, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:17.161, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:17.165, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:17.169, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:17.175, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:17.179, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:17.182, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:17.186, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:17.191, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:18.195, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:18.200, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:18.204, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:18.208, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:18.212, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:18.216, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:18.221, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:18.225, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:19.230, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:19.234, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:19.238, 2, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:19.243, 3, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:19.247, 4, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:19.251, 5, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:19.255, 6, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:19.259, 7, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
2025/12/30 19:45:20.264, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 3557 MiB
2025/12/30 19:45:20.268, 1, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 1 MiB
